id,category,filtered,content,summary,prompt_filter_result,completion_filter_result
372,['Not Hate Speech'],False,내가 의심병인가.. 저 남자친구란 글은 그냥 악플러가 쓴거같은거같은 느낌ㅡㅡ,의심이 드는 상황에서 남자친구에 대한 글이 악플로 보인다는 느낌을 표현하고 있다.,{},{}
373,"['Physical', 'Age']",False,"""대깨문새끼 김정은 물건 내놓으면 환장하고 달려가서 쪽쪽 ㅈ발아줄 새끼들 ㅋㅋㅋ""",이 문장은 김정은과 관련된 비하 표현과 비난이 담겨 있습니다.,{},{}
374,['Physical'],False,"""토착왜구들을 때려잡아야합니다.그리고 무능한 외교부를 물갈이해야합니다""",토착왜구를 처치하고 무능한 외교부를 개편해야 한다는 내용입니다.,{},{}
375,['Physical'],False,"""중국몽 우리꿈. 중국고통 우리고통. 이게 재앙이가 꿈꾸는 나라.""","중국몽은 우리의 꿈이며, 중국의 고통은 우리의 고통이라는 내용으로, 재앙이 꿈꾸는 나라를 언급하고 있습니다.",{},{}
376,['Not Hate Speech'],False,설리ㅜ나가고 에프엑스 개폭망 ㅜㅜㅜㅜㅜㅜㅜ,설리의 탈퇴로 에프엑스의 상황이 매우 안 좋아졌다는 내용입니다.,{},{}
377,['Not Hate Speech'],False,여자35살이면,여자 35세에 대한 내용입니다.,{},{}
378,['Not Hate Speech'],False,"프로듀서들이 더하면 더했을텐데, 왜 잠잠?","프로듀서들이 더 많은 활동을 했을 것 같은데, 왜 조용한지 의문을 제기하고 있다.",{},{}
379,['Gender'],False,"""40대 이상 틀딱님들 사회생활 가능한가요?""",40대 이상의 사람들도 사회생활이 가능하냐는 질문입니다.,{},{}
380,['Gender'],False,"""4-50대 아재들 다같이 우울증 걸렸나배 ㅋㅋ""",요약: 40-50대 남성들이 우울증에 걸린 것 같다는 농담.,{},{}
381,['Religion'],False,국민 개판녀다. 백화점 갑질녀 또한 여성들,요약: 특정 여성들을 비판하는 내용이다.,{},{}
382,['Not Hate Speech'],False,나만 필모좋았나..좋던데,나만 필모가 좋았던 건가? 좋았던 것 같아.,{},{}
383,['Gender'],False,"""늙은 틀딱봉다리가 뭐래?""","요약: ""늙은 틀딱봉다리가 무슨 말을 하고 있나?""",{},{}
384,['Age'],True,죽어가는호랑이에 칼휘두르는 여우쇄끼!간신새끼덜. 유언이라도하게 놔둬라 잡것들아.슬프다,,{},"{'filtered': True, 'category': 'violence', 'severity': 'medium'}"
385,"['Origin', 'Age']",True,"""잔짜 개 족같이생겼다고 말하지 않을수 없네""",,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}"
386,['Not Hate Speech'],False,최태준 진중하고 괜찮은사람 같더라,최태준은 진중하고 괜찮은 사람으로 보인다.,{},{}
387,['Not Hate Speech'],False,추자현씨 오보낸 또 그 스포츠경향 이네. 참 가지가지한다.,추자현씨에 대한 오보가 스포츠경향에 실렸다는 내용입니다.,{},{}
388,"['Origin', 'Age', 'Religion']",False,김치메갈페미년들 멧돼지년들이 몰려온다 !! 쿵쾅쿵쾅,김치메갈페미니스트들이 몰려온다는 내용입니다.,{},{}
389,['Gender'],False,"""늙은 꼰대지만 맞는말이네 분명 정권바뀌면 지금 덮힌 진실 수면으로 올라온다""",정권이 바뀌면 현재 숨겨진 진실이 드러날 것이라는 의견입니다.,{},{}
390,['Not Hate Speech'],False,"이혼 찬성! 술버릇 못 고친다, 애들 억지로 델고 술마시러 다녔을듯..","이혼에 찬성하며, 상대방이 술버릇을 고치지 못하고 아이들을 억지로 데리고 술을 마셨을 것이라고 언급하고 있다.",{},{}
391,['Not Hate Speech'],False,"""하아...부칸 부칸 부칸 부칸""","요약: ""하아...""라는 감정 표현이 반복되고 있다.",{},{}
392,['Age'],False,홍수현만 좆됏네 ㅋㅋㅋ 결별안하고는 국내활동 불가,홍수현은 결별하지 않으면 국내 활동이 불가능하다는 내용입니다.,{},{}
393,"['Age', 'Gender']",False,"""부시가 온다고 하구만 왜 발끈하고 염병이냐 일베 틀딱들아ㅋ""",부시가 온다는 소식에 대해 일부 사람들이 과민 반응을 보이고 있다는 내용입니다.,{},{}
394,['Age'],False,"""면상 ㅈㄴ 패고 싶네""","요약: ""폭력을 느끼고 있다.""",{},{}
395,['Politics'],False,"""전두환 대장군이 무장 홍어폭도들한테 자비를 배푼게 큰 잘못이다""",전두환 대장군이 무장 홍어폭도들에게 자비를 베푼 것은 큰 잘못이라는 내용입니다.,{},{}
396,['Gender'],False,저 남자는 OOO 아지매가 뭐가 좋다고 ㅉㅉ,저 남자는 OOO 아지매에 대해 부정적인 의견을 가지고 있다.,{},{}
397,"['Physical', 'Age']",False,"""달창댓글알바새끼 또 조작질하는구만...일베충보다 더한 쓰레기 달창문베충...""",달창 댓글 알바가 조작을 하고 있다는 비난이 담긴 내용입니다.,{},{}
398,['Physical'],False,정권바뀌고 방송 볼게사라져 망한게 사실이지.문재인이 문제다 포장만심하지,"정권이 바뀌면서 방송이 사라진 것이 사실이며, 문재인이 문제라는 의견이 있다.",{},{}
399,['Not Hate Speech'],False,자랑좀그만하슈,자랑을 그만하라는 내용입니다.,{},{}
400,['Not Hate Speech'],False,진이 준이 형제탄생!,진이와 준이의 형제가 태어났습니다!,{},{}
401,['Origin'],False,"""저놈아 관상봐라 저런게 어떻게 ㅡㅡ""","요약: ""저 사람의 관상을 봐라, 저런 모습이 어떻게...""",{},{}
402,"['Age', 'Race']",True,"""저 코리안 황인종 화상들~~ 니미 뭐하러 백인들 성지에 가서 빙신취급받고 다니냐??""","요약: ""저 사람의 관상을 봐라, 저런 모습이 어떻게...""",,"{'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}"
403,"['Origin', 'Age']",False,"""돼지새키도 영 등신은 아니구먼 기레 ㅋ""","요약: ""돼지새키도 똑똑하다는 뜻의 표현이다.""",{},{}
404,"['Gender', 'Religion']",False,30대 아줌마들 집단으로 모여 모하는짓들이래 ㅋㅋ저렇게 늙지말아라들 ~,"30대 여성들이 모여서 하는 행동에 대한 이야기로, 늙지 말라는 조언이 담겨 있다.",{},{}
405,['Not Hate Speech'],False,전진이어디야 듣보,전진이 어디인지 모르겠다는 내용입니다.,{},{}
406,['Not Hate Speech'],False,홍진영 비판 댓글 성비보면 여자가 70프로 이상 그중 30대가 60프로 ㅎㄷㄷ,"홍진영에 대한 비판 댓글의 성비를 보면, 여성이 70% 이상이며, 그 중 30대 여성이 60%를 차지한다.",{},{}
407,['Age'],False,김하늘여자로 안보인다!반신욕도같이할수잇다!내한테남자랑똑같다 이년은!ㅋ,"김하늘이 남자처럼 보이지 않으며, 반신욕도 함께 할 수 있다고 언급하고 있습니다.",{},{}
408,['Not Hate Speech'],False,무슨 해명을해 ㅋㅋ 노래 나올 때마다 모두다 해명해야겟네 그럼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"해명을 해야 한다는 농담을 하며, 노래가 나올 때마다 해명을 해야 한다는 상황을 비꼬는 내용입니다.",{},{}
409,['Not Hate Speech'],False,"""저 배씨도 훔친거라며????""","요약: ""배씨도 도둑이라는 주장이다.""",{},{}
410,['Not Hate Speech'],False,"""다문화 혼혈들이랑 난민만 특혜주고 빈곤층 가족은 소외되는 나라""","요약: 다문화 혼혈과 난민에게만 특혜가 주어지고, 빈곤층 가족은 소외되는 상황을 지적하고 있다.",{},{}
411,['Not Hate Speech'],False,"""이러니 중국인이 이기적이란소리 듣지!""",중국인이 이기적이라는 비판을 받는 이유를 언급하고 있습니다.,{},{}
412,['Not Hate Speech'],False,고시원 사기꾼 규현도 조사해봐라,고시원 사기꾼 규현에 대한 조사가 필요하다.,{},{}
413,['Politics'],False,"""쪽바리올림픽에 대한민국은 불참""",대한민국은 쪽바리올림픽에 불참한다.,{},{}
414,"['Physical', 'Age']",False,"""도구는 무슨 그냥 쳐 앉지마 도태한남ㅅ...ㄲ들아""","요약: ""도구는 그냥 앉지 말고, 도태된 남자들에 대해 언급하고 있다.""",{},{}
415,['Religion'],False,영계남 먹 ㅂ. ㅓ개꿀띠,요약: 영계남이 먹는 것에 대한 내용입니다.,{},{}
416,['Not Hate Speech'],False,법적판단보다 한사람의 일방적 주장이 우선인 사회인가보네 ㅋㅋㅋㅋㅋ,법적 판단보다 개인의 주장이 더 중요시되는 사회라는 의견이다.,{},{}
417,['Physical'],False,"""문재앙 머리부터 해체해라~~""","요약: ""문재앙을 해체하라는 요구가 있다.""",{},{}
418,['Not Hate Speech'],False,어쩌피 잘될거면서 튕기기는ㅋㅋㅋ,잘될 거면서도 튕기는 모습이 웃기다.,{},{}
419,['Not Hate Speech'],False,"""가서니도 함 걸려보게? 걍 가마이써라""","""가서니도 함 걸려보게? 걍 가마이써라""는 상황에 대한 가벼운 반응을 나타내는 말로, 어떤 일에 대해 걱정하지 말고 그냥 해보라는 의미로 해석할 수 있습니다.",{},{}
420,['Not Hate Speech'],False,팔자 주름이 이쁜여자,팔자 주름이 매력적인 여자.,{},{}
421,['Not Hate Speech'],False,씻고나왔는데 안주니까 열받았것다...대표란 색히...모텔비도 썻는디...ㅋㅋ 그맘안다,"씻고 나왔는데 기분이 나빠졌고, 모텔비도 썼는데 대표가 이해하지 못하는 것에 불만이 있다.",{},{}
422,"['Politics', 'Origin', 'Religion']",False,한국여자들 질투 너무 추합니다 못생겼으면 마음씨라도 곱게 먹으세요,"한국 여자들의 질투가 추하며, 외모가 못생겼다면 마음씨라도 곱게 가져야 한다는 내용입니다.",{},{}
423,"['Politics', 'Physical', 'Age']",False,"""조센.징일보 그새.기들 친일빨갱이새.기들이자나""","요약: ""조선일보의 기자들이 친일과 빨갱이의 성향을 가지고 있다.""",{},{}
424,['Not Hate Speech'],False,이거 다 의도하고 섭외하는 거죠? 방송국놈들 믿으면 안되는 거죠?,"방송국 사람들을 믿지 말고, 모든 것이 의도적으로 섭외된 것이라는 의심이 드는 내용입니다.",{},{}
425,"['Physical', 'Gender']",False,좌빠정권에 딱새들,좌빠정권에 대한 비판적인 시각을 담고 있는 내용입니다.,{},{}
426,['Politics'],False,ㅁㅊ짱개들,요약: 해당 문장은 부정적인 표현을 포함하고 있습니다.,{},{}
427,['Physical'],False,착한좌파는 죽은좌파뿐,착한 좌파는 이미 사라진 존재라는 의미입니다.,{},{}
428,['Not Hate Speech'],False,조민기씨 가족분들도 악플러 고소하셨으면 좋겠어요 사람들 말이 너무심한거 같다 네티즌들아 네들은 가족없냐 진짜 너무하다 사람들 본인일 아니라고 말 함부로 하고,"조민기씨의 가족이 악플러를 고소했으면 좋겠다는 내용으로, 네티즌들이 너무 심한 말을 하고 있으며, 그들이 가족의 고통을 이해하지 못하는 것에 대한 불만을 표현하고 있습니다.",{},{}
429,['Physical'],False,문재인은 sm비리조사해라.문재인은 일은 안하고 술처먹음서 휴가즐길려고 세월호로 감성팔이해 당선됐냐,"문재인이 SM 비리를 조사해야 하며, 일하지 않고 술을 마시며 휴가를 즐기기 위해 세월호를 이용해 감성에 호소해 당선되었다는 비판이 담겨 있다.",{},{}
430,['Politics'],True,"""북한 모질이들아 쓸데없이 공해상에 미사일 쳐 날리지말고 미친척 쪽바리한테 좀 날려라""","문재인이 SM 비리를 조사해야 하며, 일하지 않고 술을 마시며 휴가를 즐기기 위해 세월호를 이용해 감성에 호소해 당선되었다는 비판이 담겨 있다.",,"{'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}"
431,['Not Hate Speech'],False,카라가 저정도라면...,카라가 그 정도라면...,{},{}
432,['Politics'],False,"""국내짱개들 몰아내라 미세먼지 주범국 개짱개들 꼴도 보기 싫다""","요약: ""국내의 특정 집단에 대한 부정적인 감정과 미세먼지의 원인에 대한 불만을 표현하고 있다.""",{},{}
433,['Physical'],False,결국 트와이스가 정부의 희생양이 되는구나..,트와이스가 정부의 희생양이 되었다.,{},{}
434,"['Origin', 'Religion']",False,"""쿵쾅이들 딜도는 못잃어""","요약: ""쿵쾅이들은 딜도를 잃지 않으려 한다.""",{},{}
435,['Not Hate Speech'],True,마약먹고 남자와 항문 섹수라니 너무 충격이다.,,{},"{'filtered': True, 'category': 'sexual', 'severity': 'medium'}"
436,['Age'],False,조만간터진다 이사건 그래서좃선일보에선 손석희까는거고 이제얼마안남앗다 너희들무너지는건....,"조만간 사건이 터질 것이며, 이에 따라 조선일보가 손석희를 비난하고 있다. 곧 너희들이 무너질 날이 올 것이라는 내용이다.",{},{}
437,['Age'],False,"""이런 쉑 키 에겐 한국인의 매운맛을 보여줘야해요""",한국인의 매운맛을 쉑 키에게 보여줘야 한다.,{},{}
438,['Not Hate Speech'],False,"""바로 돼지 처리하면 안되나?""","요약: ""돼지를 즉시 처리할 수 없나요?""",{},{}
439,['Not Hate Speech'],False,여자의 적은~~!? **구만~~~~^^,여자의 적은 구만이라는 내용입니다.,{},{}
440,['Not Hate Speech'],False,근데 너무 질질끈다 뜬금없는 로맨스가 너무 많니 나옴,로맨스가 너무 뜬금없이 등장해서 불만이 많다.,{},{}
441,"['Politics', 'Age']",False,3자들이 더 풀발기 ㄷㄷㄷ 하여튼 죠센징1년들 오지랖은,"3자들이 더 활발하게 행동하며, 일본인들에 대한 비판이 이어지고 있다.",{},{}
442,['Not Hate Speech'],True,12살밑애랑 말하믄 말이통하냐?,,{},"{'filtered': True, 'category': 'sexual', 'severity': 'high'}"
443,['Religion'],False,남자들 다 싫어 죽어버려라 수지 힘내여,"남자들에 대한 부정적인 감정이 드러나며, 수지에게 힘을 주는 내용입니다.",{},{}
444,['Not Hate Speech'],False,"""돼지가 무슨 죄냐? 병에 걸린 것도 아닌데 죽임을 당하다니.""",돼지가 병에 걸리지 않았는데 죽임을 당하는 것이 불공평하다는 내용입니다.,{},{}
445,['Physical'],False,"""금 태섭,표 창원 ,,,그나마 올곧은 진보정치인이고,,,나머지는 개 OOO 들이다,""","금태섭과 표창원은 올곧은 진보 정치인으로 언급되며, 나머지 정치인들은 부정적으로 평가되고 있다.",{},{}
446,['Origin'],False,강미혜 너무촌티 못생김,강미혜는 촌스럽고 못생겼다는 평가를 받았다.,{},{}
447,['Not Hate Speech'],False,지오 가창력은 확실히 역대급,지오의 가창력은 매우 뛰어나다.,{},{}
